                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 0.8736,                 1.9934,                  1.414,                0.00793,                0.66667,                0.14722,                0.09314,                 2.5603,                 3.4247,                 3.4047,             0.00034716,             0.00034716,             0.00034716
                     18,                 0.8636,                 1.9039,                 1.3893,                0.00971,                0.77778,                0.18315,                0.08823,                 2.5005,                 3.3188,                 3.4278,             0.00036387,             0.00036387,             0.00036387
                     19,                0.90613,                 1.8993,                 1.3903,                0.01201,                      1,                0.40808,                0.23218,                 1.4795,                 3.0418,                 2.4957,             0.00038008,             0.00038008,             0.00038008
                     20,                0.86098,                  1.848,                 1.3482,                0.01142,                      1,                0.38593,                0.27073,                 1.0945,                 2.7761,                 2.1637,              0.0003958,              0.0003958,              0.0003958
                     21,                0.93207,                 1.9663,                 1.3785,                0.01257,                      1,                0.28462,                0.21043,                 1.0981,                 2.7521,                 2.2143,             0.00041103,             0.00041103,             0.00041103
                     22,                0.93611,                 1.8896,                 1.4694,                0.01368,                      1,                0.27041,                 0.1803,                 1.0867,                 2.7248,                 2.2143,             0.00042575,             0.00042575,             0.00042575
                     23,                0.79088,                 1.6738,                 1.3065,                 0.5708,                0.22222,                0.16036,                0.09801,                 1.1787,                 2.5169,                 2.5858,             0.00043999,             0.00043999,             0.00043999
                     24,                0.75318,                  1.568,                 1.2597,                0.26872,                0.44444,                0.31126,                0.19637,                 1.1924,                 2.4102,                 2.5538,             0.00045373,             0.00045373,             0.00045373
                     25,                0.82879,                 1.5794,                 1.3146,                0.63244,                0.36024,                0.40629,                0.24186,                  1.337,                 2.4612,                  2.616,             0.00046697,             0.00046697,             0.00046697
                     26,                0.76543,                  1.512,                 1.2784,                0.55835,                0.34303,                0.31883,                0.17214,                 1.4426,                 2.6092,                 2.4892,             0.00047972,             0.00047972,             0.00047972
                     27,                 1.0604,                 1.7035,                 1.5205,                0.45319,                0.33788,                 0.3402,                0.15823,                 1.6602,                 2.6886,                 2.7977,             0.00049197,             0.00049197,             0.00049197
                     28,                0.85057,                  1.662,                 1.3586,                0.45319,                0.33788,                 0.3402,                0.15823,                 1.6602,                 2.6886,                 2.7977,             0.00050373,             0.00050373,             0.00050373
                     29,                0.76953,                 1.4697,                 1.2951,                0.82202,                0.22222,                0.18569,                0.06806,                  1.926,                 2.8031,                 3.2734,               0.000515,               0.000515,               0.000515
                     30,                0.88605,                 1.5553,                 1.3659,                0.79006,                0.22222,                0.18968,                0.08963,                  1.836,                  2.963,                  3.158,             0.00052576,             0.00052576,             0.00052576
                     31,                0.83367,                  1.572,                 1.2895,                0.79006,                0.22222,                0.18968,                0.08963,                  1.836,                  2.963,                  3.158,             0.00053604,             0.00053604,             0.00053604
                     32,                0.89821,                 1.7336,                 1.4283,                0.85811,                0.22222,                0.25502,                0.13509,                 1.4996,                  2.874,                 2.7797,             0.00054582,             0.00054582,             0.00054582
                     33,                0.82267,                 1.3378,                 1.2267,                0.60507,                0.43181,                0.35094,                0.19537,                 1.5194,                 2.6051,                 3.1981,              0.0005551,              0.0005551,              0.0005551
                     34,                 0.8928,                 1.3649,                 1.3729,                0.60507,                0.43181,                0.35094,                0.19537,                 1.5194,                 2.6051,                 3.1981,             0.00056389,             0.00056389,             0.00056389
                     35,                  0.858,                 1.4325,                 1.3381,                 0.1805,                0.33333,                0.21039,                0.08066,                 1.7758,                 2.5624,                 3.6135,             0.00057218,             0.00057218,             0.00057218
                     36,                0.78026,                 1.4755,                 1.2919,                0.00855,                0.55556,                0.20395,                0.05501,                 1.7215,                 2.8036,                 3.4598,             0.00057998,             0.00057998,             0.00057998
                     37,                0.73584,                 1.3199,                 1.2509,                0.44957,                0.22222,                0.26514,                0.11464,                 1.7215,                 2.8036,                 3.4598,             0.00058729,             0.00058729,             0.00058729
                     38,                0.72726,                 1.2993,                 1.2265,                 0.0092,                0.66667,                0.20338,                0.05663,                  1.702,                 2.8253,                 3.3784,             0.00059409,             0.00059409,             0.00059409
                     39,                0.74685,                 1.4256,                 1.2323,                0.48781,                0.33333,                 0.2074,                0.06148,                 1.7243,                 3.0699,                 3.5407,             0.00060041,             0.00060041,             0.00060041
                     40,                0.87778,                 1.4468,                 1.3418,                0.18555,                0.55556,                0.20817,                0.08969,                 1.7243,                 3.0699,                 3.5407,             0.00060623,             0.00060623,             0.00060623
                     41,                0.79597,                 1.3856,                 1.1817,                0.00873,                0.55556,                  0.204,                 0.0754,                 1.9498,                  3.281,                 3.6856,             0.00061155,             0.00061155,             0.00061155
                     42,                0.90875,                 1.5228,                 1.3507,                0.44918,                0.11111,                0.12587,                0.02388,                 1.9885,                 3.3524,                 3.4388,             0.00061638,             0.00061638,             0.00061638
                     43,                0.63855,                 1.2279,                 1.2367,                0.14245,                0.19515,                0.12667,                0.02828,                 1.9885,                 3.3524,                 3.4388,             0.00062071,             0.00062071,             0.00062071
                     44,                0.78435,                 1.2437,                 1.2053,                0.63988,                0.11111,                0.20915,                0.04656,                 1.8641,                 3.4449,                 3.2291,             0.00062455,             0.00062455,             0.00062455
                     45,                0.66105,                 1.1427,                 1.2059,                0.09881,                0.33333,                0.14901,                0.05912,                 1.8641,                 3.4449,                 3.2291,              0.0006279,              0.0006279,              0.0006279
                     46,                0.67509,                  1.261,                 1.2354,                0.98755,                0.22222,                0.38849,                0.12373,                 1.5884,                 3.7422,                 3.0233,             0.00063074,             0.00063074,             0.00063074
                     47,                 0.9327,                 1.3295,                 1.5027,                0.46934,                0.33333,                0.21934,                0.09606,                 1.5884,                 3.7422,                 3.0233,              0.0006331,              0.0006331,              0.0006331
                     48,                0.77158,                 1.3273,                 1.3433,                0.22089,                0.40716,                0.38846,                0.16848,                 1.5674,                 3.2342,                 2.8535,             0.00063496,             0.00063496,             0.00063496
                     49,                0.70415,                 1.2369,                 1.2032,                0.14426,                0.48081,                0.27113,                0.13641,                 1.5674,                 3.2342,                 2.8535,             0.00063632,             0.00063632,             0.00063632
                     50,                0.70645,                 1.3191,                 1.2153,                0.52368,                0.33333,                0.25286,                0.09324,                 1.3879,                 2.6383,                 2.6132,             0.00063719,             0.00063719,             0.00063719
                     51,                0.75945,                 1.3499,                 1.3394,                0.53973,                0.44444,                0.30091,                0.14368,                 1.3879,                 2.6383,                 2.6132,             0.00063125,             0.00063125,             0.00063125
                     52,                0.68417,                 1.2537,                 1.1841,                0.66667,                0.21417,                 0.3055,                0.10265,                  1.613,                  2.587,                  2.843,             0.00061887,             0.00061887,             0.00061887
                     53,                0.67867,                 1.1483,                 1.1765,                0.58217,                0.44444,                0.26779,                0.13578,                  1.613,                  2.587,                  2.843,              0.0006065,              0.0006065,              0.0006065
                     54,                0.67001,                  1.271,                 1.2128,                0.48524,                0.22222,                0.51751,                0.10793,                  1.689,                 2.9806,                 2.8918,             0.00059413,             0.00059413,             0.00059413
                     55,                0.74423,                 1.4315,                 1.3132,                0.44041,                0.25094,                0.27754,                0.10006,                  1.689,                 2.9806,                 2.8918,             0.00058175,             0.00058175,             0.00058175
                     56,                 0.6188,                 1.1816,                 1.1228,                0.78554,                0.22222,                0.43501,                0.10238,                 1.7849,                 3.2919,                 2.9331,             0.00056938,             0.00056938,             0.00056938
                     57,                0.62654,                 1.0852,                 1.1349,                0.74397,                0.22222,                0.21675,                0.08154,                 1.7849,                 3.2919,                 2.9331,               0.000557,               0.000557,               0.000557
                     58,                 0.7495,                 1.2971,                 1.2557,                0.74596,                0.22222,                0.24397,                0.05829,                 1.7728,                 3.2193,                  2.742,             0.00054463,             0.00054463,             0.00054463
                     59,                0.65826,                 1.2109,                  1.173,                0.75277,                0.11111,                0.30134,                 0.0937,                 1.7728,                 3.2193,                  2.742,             0.00053225,             0.00053225,             0.00053225
                     60,                0.73193,                 1.2194,                 1.2217,                0.87291,                0.11111,                0.48301,                0.10616,                 1.7422,                 3.0342,                 2.5212,             0.00051988,             0.00051988,             0.00051988
                     61,                0.57853,                 1.0648,                 1.1124,                0.79263,                0.11111,                0.49362,                0.12765,                 1.7422,                 3.0342,                 2.5212,              0.0005075,              0.0005075,              0.0005075
                     62,                0.65033,                 1.2861,                 1.1916,                0.54226,                0.22181,                0.38061,                0.20572,                 1.4754,                 2.7344,                 2.2011,             0.00049513,             0.00049513,             0.00049513
                     63,                0.68238,                 1.0855,                 1.1855,                0.51173,                0.34987,                0.43655,                0.23978,                 1.4754,                 2.7344,                 2.2011,             0.00048275,             0.00048275,             0.00048275
                     64,                 0.5918,                 1.0951,                 1.1552,                0.64952,                0.11111,                 0.3224,                0.16595,                 1.3791,                 2.5053,                 2.1163,             0.00047038,             0.00047038,             0.00047038
                     65,                0.71191,                 1.1885,                 1.2327,                0.68246,                0.22222,                0.37079,                0.25391,                 1.3791,                 2.5053,                 2.1163,               0.000458,               0.000458,               0.000458
                     66,                0.72616,                 1.1401,                 1.2363,                0.65031,                0.11111,                0.33343,                0.18515,                 1.4401,                 2.5021,                 2.2191,             0.00044563,             0.00044563,             0.00044563
                     67,                0.61531,                 1.0168,                 1.1356,                0.51077,                0.22222,                 0.2976,                0.17316,                 1.4401,                 2.5021,                 2.2191,             0.00043325,             0.00043325,             0.00043325
                     68,                0.60236,                 1.0962,                 1.1461,                 0.6534,                0.11111,                0.50268,                0.20614,                 1.6428,                 2.5829,                 2.3334,             0.00042087,             0.00042087,             0.00042087
                     69,                0.57297,                 1.0417,                 1.1555,                0.76678,                0.22222,                0.37153,                  0.193,                 1.6428,                 2.5829,                 2.3334,              0.0004085,              0.0004085,              0.0004085
                     70,                0.62727,                 1.1128,                 1.1527,                 0.4589,                0.14002,                0.50115,                0.26124,                  1.407,                 2.5406,                 2.3062,             0.00039613,             0.00039613,             0.00039613
                     71,                0.59646,                0.95522,                 1.1364,                0.66419,                0.22222,                0.36337,                0.22928,                  1.407,                 2.5406,                 2.3062,             0.00038375,             0.00038375,             0.00038375
                     72,                0.66156,                 1.0931,                 1.2126,                0.44425,                0.63552,                0.58602,                0.27447,                 1.4389,                 2.4755,                 2.3965,             0.00037138,             0.00037138,             0.00037138
                     73,                0.63411,                 1.1662,                 1.2075,                0.44425,                0.63552,                0.58602,                0.27447,                 1.4389,                 2.4755,                 2.3965,               0.000359,               0.000359,               0.000359
                     74,                0.55656,                 1.1179,                 1.1216,                0.52048,                0.33333,                0.59124,                 0.2443,                 1.4707,                 2.6029,                 2.4288,             0.00034663,             0.00034663,             0.00034663
                     75,                0.51589,                0.95613,                 1.0879,                0.52048,                0.33333,                0.59124,                 0.2443,                 1.4707,                 2.6029,                 2.4288,             0.00033425,             0.00033425,             0.00033425
                     76,                0.49591,                  0.972,                 1.0721,                0.66667,                0.21695,                0.55419,                0.24841,                 1.5691,                 2.7496,                 2.4866,             0.00032188,             0.00032188,             0.00032188
                     77,                0.59342,                0.98561,                 1.1225,                0.52697,                0.33333,                0.58198,                0.27626,                 1.5691,                 2.7496,                 2.4866,              0.0003095,              0.0003095,              0.0003095
                     78,                0.62596,                 1.0125,                 1.1052,                0.53322,                0.22222,                 0.3517,                0.16496,                 1.5863,                 2.8585,                 2.5269,             0.00029713,             0.00029713,             0.00029713
                     79,                0.57021,                0.98494,                  1.121,                 0.5487,                0.33333,                0.41417,                0.21845,                 1.5863,                 2.8585,                 2.5269,             0.00028475,             0.00028475,             0.00028475
                     80,                0.59026,                 1.0101,                 1.0894,                0.53413,                0.33333,                0.31819,                0.15601,                 1.6088,                 3.0074,                 2.5342,             0.00027237,             0.00027237,             0.00027237
                     81,                0.58937,                0.97463,                 1.1709,                0.53413,                0.33333,                0.31819,                0.15601,                 1.6088,                 3.0074,                 2.5342,                0.00026,                0.00026,                0.00026
                     82,                 0.5674,                0.99749,                 1.0964,                0.54406,                0.33333,                0.28673,                0.12999,                 1.7314,                 2.9813,                 2.6226,             0.00024762,             0.00024762,             0.00024762
                     83,                0.64697,                 1.1008,                 1.2851,                0.52814,                0.33333,                0.30817,                0.14235,                 1.7314,                 2.9813,                 2.6226,             0.00023525,             0.00023525,             0.00023525
                     84,                0.56223,                0.94992,                 1.1207,                0.54985,                0.33333,                0.32588,                0.15581,                  1.767,                 2.9153,                 2.7105,             0.00022288,             0.00022288,             0.00022288
                     85,                0.49798,                0.87692,                 1.0508,                0.54985,                0.33333,                0.32588,                0.15581,                  1.767,                 2.9153,                 2.7105,              0.0002105,              0.0002105,              0.0002105
                     86,                0.60475,                 1.1071,                  1.177,                0.58823,                0.22222,                0.45442,                0.18364,                  1.729,                 2.8916,                 2.7222,             0.00019813,             0.00019813,             0.00019813
                     87,                0.52099,                0.97797,                 1.0819,                0.58823,                0.22222,                0.45442,                0.18364,                  1.729,                 2.8916,                 2.7222,             0.00018575,             0.00018575,             0.00018575
                     88,                0.46884,                0.84719,                 1.0497,                0.52485,                0.33333,                0.62535,                0.20361,                 1.7128,                 2.9778,                 2.7859,             0.00017338,             0.00017338,             0.00017338
                     89,                0.54214,                0.96049,                 1.0592,                0.52485,                0.33333,                0.62535,                0.20361,                 1.7128,                 2.9778,                 2.7859,               0.000161,               0.000161,               0.000161
                     90,                0.53789,                0.98941,                 1.0806,                0.62713,                0.43558,                0.37304,                0.17488,                 1.7519,                 3.0678,                 3.0085,             0.00014862,             0.00014862,             0.00014862
                     91,                0.62086,                 1.7034,                 1.2733,                0.62713,                0.43558,                0.37304,                0.17488,                 1.7519,                 3.0678,                 3.0085,             0.00013625,             0.00013625,             0.00013625
                     92,                0.36617,                 1.3643,                 1.0303,                 0.6534,                0.43622,                0.33038,                0.16161,                 1.7023,                 3.1254,                 2.9625,             0.00012387,             0.00012387,             0.00012387
                     93,                0.40923,                 1.3272,                0.98256,                0.63969,                0.43637,                0.37945,                0.18041,                 1.7023,                 3.1254,                 2.9625,              0.0001115,              0.0001115,              0.0001115
                     94,                0.45581,                 1.4538,                 1.1149,                0.64707,                0.44099,                0.38742,                0.21648,                 1.6363,                 2.8944,                 2.9922,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.38521,                  1.302,                 1.0802,                0.64707,                0.44099,                0.38742,                0.21648,                 1.6363,                 2.8944,                 2.9922,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.33175,                 1.2842,                 1.0473,                 0.3154,                0.44019,                0.38383,                0.23837,                 1.5672,                 2.6846,                 2.9688,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                 0.3435,                 1.2201,                 1.0963,                 0.3154,                0.44019,                0.38383,                0.23837,                 1.5672,                 2.6846,                 2.9688,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.40458,                 1.2522,                  1.059,                 0.3198,                0.43411,                0.32282,                0.22712,                 1.5075,                  2.608,                 2.9148,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.33221,                 1.1316,                 1.0075,                0.30437,                0.43411,                0.38265,                0.24998,                 1.5075,                  2.608,                 2.9148,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.34513,                 1.2592,                 1.0472,                0.30905,                0.44444,                0.40861,                0.23543,                 1.4875,                 2.6338,                 2.8994,             2.4875e-05,             2.4875e-05,             2.4875e-05
